kilometrage,age_vehicule,regime_moteur,temperature_moteur,pression_huile,tension_batterie,type_carburant,nbre_entretiens,etat
75640,2,2943,69,1.7,13.1,diesel,11,aucune_panne
201582,8,4564,112,1.4,14.3,essence,10,panne_critique
224798,11,2639,118,2.1,13.5,essence,19,panne_probable
66476,13,3769,81,1.5,12.7,diesel,2,entretien_conseille
172280,17,926,110,3.2,14.6,essence,1,panne_critique
156222,8,4247,107,3.8,13.7,diesel,5,panne_probable
76180,18,964,80,3.2,14.5,essence,4,entretien_conseille
179358,18,2095,81,3.8,13.0,diesel,17,panne_probable
117856,14,4257,89,2.1,12.0,essence,15,aucune_panne
191141,15,1345,84,1.1,11.2,diesel,7,panne_critique
115448,6,3690,87,3.5,13.8,diesel,19,aucune_panne
19397,11,2599,124,1.9,11.5,essence,10,panne_probable
183031,13,3204,104,3.2,12.2,diesel,9,entretien_conseille
124180,1,3472,127,1.6,13.0,diesel,11,entretien_conseille
71234,6,1854,66,0.8,13.1,diesel,5,entretien_conseille
44954,9,1287,108,4.5,13.3,diesel,19,entretien_conseille
183352,8,2521,68,1.1,11.6,essence,4,panne_critique
84459,11,1685,95,4.5,12.4,diesel,8,aucune_panne
200004,19,4779,60,4.4,13.3,essence,15,panne_probable
205968,9,4048,69,3.7,14.7,essence,13,entretien_conseille
64163,17,4531,95,3.1,13.8,essence,7,entretien_conseille
56934,12,1941,105,2.8,14.5,essence,19,aucune_panne
200967,14,889,91,4.0,13.9,diesel,18,entretien_conseille
10486,15,1680,91,1.7,13.2,diesel,13,aucune_panne
144407,16,2398,65,2.4,11.7,essence,6,panne_probable
131020,1,2415,107,3.0,13.5,diesel,4,entretien_conseille
107795,10,3293,97,2.1,13.4,essence,17,aucune_panne
225184,8,4836,76,2.2,13.3,diesel,1,panne_probable
147202,18,1798,86,1.8,12.9,diesel,10,entretien_conseille
242027,1,3026,113,2.8,13.0,diesel,7,panne_probable
123324,2,3947,109,3.9,12.3,essence,0,panne_probable
202775,1,1595,94,1.3,13.0,essence,11,panne_probable
294336,1,2374,84,4.2,11.8,diesel,1,panne_critique
268206,9,3609,87,3.3,14.1,essence,17,entretien_conseille
89076,13,1630,74,3.8,11.7,essence,6,entretien_conseille
94780,1,1423,63,2.7,11.3,diesel,16,aucune_panne
157617,13,3640,86,3.6,12.7,essence,13,entretien_conseille
26689,7,1789,85,0.6,13.5,diesel,6,entretien_conseille
278318,2,1635,78,3.8,12.7,diesel,2,panne_probable
14348,6,2995,76,0.7,12.1,diesel,5,entretien_conseille
43102,7,855,102,4.1,13.1,essence,19,aucune_panne
79460,14,1770,100,4.5,12.3,diesel,1,entretien_conseille
94930,18,2658,101,1.7,14.5,diesel,16,entretien_conseille
11801,15,3201,109,1.3,14.5,essence,11,panne_critique
108150,2,4919,99,3.6,12.9,essence,11,aucune_panne
208339,10,4530,98,1.5,12.2,essence,16,entretien_conseille
184208,12,1554,82,4.0,13.8,essence,9,entretien_conseille
159697,17,1339,111,0.9,11.1,diesel,2,panne_critique
218945,8,2938,106,1.0,12.8,essence,19,panne_critique
236915,11,2302,122,4.4,12.3,essence,17,panne_probable
208664,3,1141,128,3.2,14.5,essence,12,panne_probable
213124,6,2036,102,3.9,11.0,essence,11,entretien_conseille
6542,9,4400,107,1.8,13.1,diesel,16,entretien_conseille
288821,6,1648,93,3.2,13.8,essence,3,entretien_conseille
182804,9,4073,99,2.9,12.8,diesel,9,entretien_conseille
186415,7,1159,120,2.9,11.3,essence,10,panne_critique
44081,9,1092,109,3.2,14.7,diesel,5,entretien_conseille
198928,18,4638,126,2.8,13.0,diesel,5,panne_critique
224930,12,2487,121,2.2,13.3,essence,8,panne_probable
286209,8,2957,117,1.6,11.9,diesel,14,panne_critique
219532,8,1838,92,3.6,12.8,essence,1,entretien_conseille
93092,18,4508,75,1.4,12.6,diesel,3,panne_critique
294106,15,3154,107,3.3,11.3,diesel,4,panne_critique
33295,7,2166,69,1.4,11.4,diesel,16,panne_probable
18807,11,4374,97,3.0,14.2,essence,7,aucune_panne
162504,16,2077,78,3.5,11.9,diesel,7,panne_critique
243067,4,3297,95,1.4,11.7,essence,11,panne_critique
173152,6,841,118,0.7,12.9,diesel,7,panne_critique
171981,3,3359,122,1.0,13.9,diesel,18,panne_critique
225411,9,1539,105,2.9,11.2,diesel,2,panne_probable
24870,10,4318,62,3.9,13.2,diesel,17,aucune_panne
208196,14,4617,124,0.7,11.5,diesel,18,panne_critique
253683,11,1295,67,3.4,11.1,diesel,18,panne_critique
239677,18,2604,110,1.9,11.2,essence,14,panne_critique
31790,12,980,65,2.4,14.2,essence,5,aucune_panne
123874,12,1123,98,4.2,11.4,essence,15,entretien_conseille
292433,13,4949,119,1.8,11.2,diesel,7,panne_critique
229786,13,2450,87,2.4,12.7,essence,15,entretien_conseille
20485,19,2667,113,0.6,14.2,diesel,17,panne_critique
91188,19,4788,96,0.8,12.0,essence,19,panne_critique
9748,14,4878,68,1.5,12.6,essence,15,aucune_panne
222841,4,3646,115,0.6,11.2,diesel,10,panne_critique
145507,13,2149,118,3.0,12.7,diesel,6,entretien_conseille
270853,8,3031,61,2.2,13.2,essence,16,entretien_conseille
128961,19,2920,120,2.7,13.2,essence,16,panne_probable
35355,12,4489,117,1.2,12.3,essence,11,panne_critique
191843,18,3510,119,1.7,12.2,essence,12,panne_critique
161542,6,2231,99,3.2,11.4,diesel,9,entretien_conseille
178416,18,3690,95,4.4,12.4,essence,6,panne_probable
44298,19,1843,96,0.7,11.4,diesel,13,panne_critique
66629,5,1633,77,4.1,13.9,diesel,0,aucune_panne
235907,9,2160,122,2.8,14.7,essence,16,panne_probable
295160,3,3423,81,2.8,14.7,diesel,3,entretien_conseille
28960,10,3212,70,2.5,14.3,essence,4,aucune_panne
218920,19,985,117,0.8,13.3,diesel,19,panne_critique
247804,3,964,116,0.9,13.7,diesel,6,panne_critique
134695,15,3067,63,2.9,12.1,essence,9,aucune_panne
239286,1,4147,66,1.9,13.4,diesel,16,entretien_conseille
133148,7,2462,120,4.2,12.7,diesel,6,entretien_conseille
287703,12,3748,113,2.1,12.8,essence,0,panne_critique
197714,17,3081,127,1.1,13.9,diesel,6,panne_critique
212611,5,2969,60,3.4,12.1,diesel,10,aucune_panne
288876,4,740,114,1.7,12.2,essence,8,panne_critique
264747,12,767,62,2.6,14.5,essence,11,panne_probable
96362,18,1687,97,3.3,11.2,diesel,2,panne_critique
280987,17,4708,60,4.1,12.8,diesel,3,panne_critique
119065,19,3898,97,3.7,14.5,diesel,3,entretien_conseille
22640,9,3224,88,3.2,13.3,essence,12,aucune_panne
57528,4,1785,64,3.2,13.1,diesel,18,aucune_panne
264214,2,3179,80,4.3,11.9,diesel,9,panne_probable
115133,4,2393,126,1.7,12.3,diesel,4,entretien_conseille
204938,2,3015,106,0.5,14.2,diesel,6,panne_critique
155159,15,1478,94,1.6,13.1,diesel,15,entretien_conseille
177502,2,2285,127,1.4,13.0,diesel,0,panne_critique
160576,4,2192,128,3.1,11.4,essence,11,panne_critique
16023,6,1360,60,3.0,11.1,essence,1,entretien_conseille
26447,7,2048,127,2.9,14.7,diesel,6,entretien_conseille
291103,10,1999,71,0.6,12.4,diesel,10,panne_critique
71203,19,4640,119,3.4,13.3,essence,12,panne_critique
165775,19,2686,86,1.8,11.3,essence,1,panne_critique
14337,12,2744,115,3.2,13.6,essence,6,entretien_conseille
51427,3,4216,82,2.7,14.5,diesel,14,aucune_panne
110787,13,1758,84,1.9,13.2,diesel,10,aucune_panne
167993,18,1676,80,1.0,11.5,diesel,1,panne_critique
132016,8,1427,120,0.9,13.2,diesel,6,panne_probable
271979,15,3227,122,3.8,13.9,essence,3,panne_critique
25159,1,3836,111,4.2,12.5,essence,10,entretien_conseille
183677,3,1042,84,3.1,14.3,essence,1,entretien_conseille
171619,8,2147,114,0.9,13.5,essence,15,panne_critique
87844,4,3079,105,2.1,14.4,diesel,6,aucune_panne
32532,16,4359,91,3.4,13.4,diesel,12,entretien_conseille
170421,10,1226,114,3.6,11.5,essence,4,panne_critique
127402,12,2596,64,1.0,12.2,essence,16,entretien_conseille
123012,14,2773,95,0.5,11.8,essence,11,panne_probable
61178,14,1105,108,3.3,14.5,essence,18,entretien_conseille
54407,2,2273,117,1.9,13.9,essence,6,entretien_conseille
55990,5,4440,98,1.5,13.6,diesel,5,aucune_panne
134473,5,4974,120,0.6,12.1,diesel,7,panne_critique
231156,6,4927,68,2.7,11.7,essence,12,panne_probable
173964,13,2546,65,3.9,13.9,essence,4,entretien_conseille
6015,9,2178,94,4.3,12.8,essence,1,aucune_panne
66813,15,3095,98,2.8,11.9,diesel,8,entretien_conseille
32712,14,1471,81,2.6,13.3,diesel,10,aucune_panne
105497,7,1278,100,0.8,11.2,diesel,5,panne_probable
247926,2,3601,64,2.7,12.2,essence,6,aucune_panne
117816,7,893,101,2.0,12.8,diesel,6,aucune_panne
133778,6,2707,126,2.9,11.6,essence,18,panne_probable
67292,17,1885,89,2.1,14.7,diesel,5,entretien_conseille
290977,2,3094,116,1.5,11.8,diesel,10,panne_critique
140230,3,3698,88,0.9,11.5,diesel,10,panne_probable
198752,5,2492,96,1.8,11.8,essence,6,entretien_conseille
287453,5,1810,72,0.9,13.9,essence,1,panne_critique
274114,1,4705,91,1.2,12.6,diesel,18,panne_critique
156456,8,2961,105,4.4,13.1,essence,3,aucune_panne
285161,12,4436,82,2.3,11.1,essence,5,panne_critique
110570,4,4493,104,2.6,11.1,essence,16,entretien_conseille
275846,13,2636,76,4.0,12.7,essence,4,panne_probable
5404,15,1429,125,4.5,14.1,essence,6,entretien_conseille
183998,11,4151,65,2.8,14.4,essence,8,entretien_conseille
279907,10,2840,77,3.7,11.3,essence,0,panne_critique
154456,3,2344,81,1.8,13.0,diesel,0,entretien_conseille
196172,14,3500,92,1.7,14.5,essence,18,entretien_conseille
145932,16,841,89,2.1,12.5,essence,5,entretien_conseille
240365,10,2155,91,3.2,14.2,diesel,17,aucune_panne
55612,10,2796,101,3.2,11.5,diesel,9,aucune_panne
290718,12,2025,69,1.8,14.6,diesel,10,panne_probable
290668,9,1913,95,1.0,13.9,diesel,0,panne_critique
205244,1,1859,93,3.0,14.6,essence,0,entretien_conseille
278060,5,1040,87,1.0,13.6,diesel,12,panne_critique
9809,8,4528,70,2.8,12.4,diesel,4,aucune_panne
168273,11,2668,98,3.3,14.6,essence,19,entretien_conseille
189402,12,1403,106,3.3,12.0,essence,0,panne_critique
149528,1,3129,78,3.5,12.3,essence,19,aucune_panne
43765,11,2500,74,4.0,13.7,diesel,2,entretien_conseille
26949,5,1555,87,2.5,13.9,essence,17,aucune_panne
206152,15,2512,83,3.4,14.5,diesel,8,entretien_conseille
181615,5,3566,68,3.0,11.8,essence,13,entretien_conseille
97193,12,4342,106,1.2,14.0,essence,16,panne_critique
41187,5,882,92,0.6,13.8,diesel,13,entretien_conseille
143311,17,3812,121,1.6,11.2,essence,3,panne_critique
281633,17,2217,78,2.3,12.5,essence,4,panne_critique
194089,12,2056,126,3.0,12.1,essence,16,panne_probable
66877,15,2874,99,3.9,12.2,essence,1,entretien_conseille
99074,15,4329,106,1.3,14.7,essence,4,panne_critique
168121,6,4328,124,1.0,13.4,diesel,3,panne_critique
42131,12,4796,88,4.4,13.7,diesel,3,aucune_panne
120765,18,3939,109,0.9,14.7,essence,5,panne_critique
111884,14,4391,72,2.4,12.4,diesel,19,aucune_panne
130917,2,718,60,2.8,14.0,diesel,12,aucune_panne
291429,9,4103,93,2.7,12.7,diesel,4,panne_probable
178880,5,3704,107,0.8,14.3,essence,6,panne_critique
286342,1,1832,107,0.7,11.7,essence,19,panne_critique
20254,3,4039,108,0.9,14.6,essence,0,panne_critique
49238,6,4011,123,2.8,11.8,diesel,13,panne_probable
6252,5,4072,120,2.7,12.2,diesel,3,entretien_conseille
86317,5,1687,88,1.4,13.9,essence,16,entretien_conseille
83587,1,4021,98,3.1,12.5,essence,13,aucune_panne
11949,17,873,85,3.8,13.3,diesel,15,entretien_conseille
243897,19,4441,76,0.7,12.7,diesel,13,panne_critique
209625,14,3752,72,2.5,13.8,essence,15,entretien_conseille
143013,12,1426,128,3.3,11.9,diesel,19,panne_probable
30934,10,4460,85,1.5,11.2,diesel,7,entretien_conseille
261434,18,2575,108,1.7,12.1,diesel,2,panne_critique
255875,11,4733,126,3.0,12.8,diesel,18,panne_critique
75390,2,1689,66,4.1,11.6,diesel,0,entretien_conseille
188401,18,4444,117,3.7,12.3,diesel,1,panne_critique
258490,7,3386,108,2.8,12.5,diesel,14,panne_critique
48088,15,1119,112,3.4,11.2,essence,9,panne_probable
252940,11,1293,124,2.0,13.2,essence,17,panne_critique
221464,18,2474,121,3.1,14.4,diesel,13,panne_critique
223441,12,3159,76,2.4,11.6,diesel,16,panne_probable
287107,6,1635,102,1.3,13.3,diesel,12,panne_critique
130911,13,4508,84,3.3,13.5,essence,0,entretien_conseille
228777,16,1031,62,2.7,12.6,essence,4,panne_probable
281532,18,4149,88,1.9,13.7,diesel,12,panne_critique
10569,10,3402,91,4.1,12.6,essence,13,aucune_panne
74836,8,4706,85,0.6,12.9,diesel,2,panne_probable
109573,18,4568,75,1.8,11.0,diesel,14,panne_probable
263090,1,4900,84,0.7,13.6,diesel,18,panne_critique
148087,8,901,113,3.6,13.5,diesel,16,entretien_conseille
50002,6,3197,87,3.3,11.1,diesel,2,entretien_conseille
252666,5,2542,115,1.8,12.4,diesel,15,panne_critique
142326,15,2566,124,3.2,14.7,diesel,13,entretien_conseille
160286,15,2696,100,2.1,12.6,essence,11,entretien_conseille
216791,2,1609,110,3.5,12.9,diesel,11,panne_probable
207846,1,3889,88,2.3,14.5,essence,10,aucune_panne
142162,11,1470,78,2.1,13.7,diesel,16,aucune_panne
147709,10,3855,125,4.2,13.2,diesel,7,entretien_conseille
158487,18,3201,100,1.5,14.0,essence,16,panne_probable
29071,18,3414,104,1.0,14.3,essence,19,panne_probable
63243,17,4285,74,2.8,12.7,diesel,10,entretien_conseille
177312,8,2328,62,4.4,12.8,essence,1,entretien_conseille
262218,15,1086,70,2.0,12.5,diesel,9,panne_probable
219879,8,4121,112,0.7,14.7,diesel,9,panne_critique
33732,17,4708,105,1.9,13.6,essence,10,entretien_conseille
126465,12,4793,89,2.5,11.3,essence,5,entretien_conseille
62108,8,3166,116,1.1,14.3,essence,3,panne_probable
116195,14,2982,77,3.1,12.8,essence,11,aucune_panne
41668,4,2556,110,4.5,11.3,diesel,10,panne_probable
290205,1,2698,107,2.3,13.1,essence,12,panne_critique
44749,1,1936,125,1.9,12.6,essence,4,entretien_conseille
135560,19,4844,67,2.1,14.3,essence,5,entretien_conseille
152979,16,1850,81,1.0,11.8,essence,0,panne_critique
154849,14,2131,65,4.0,14.1,essence,5,entretien_conseille
229301,16,2519,116,2.2,13.1,diesel,17,panne_critique
56745,5,3024,95,2.0,11.2,diesel,8,aucune_panne
96865,9,1830,116,3.1,14.7,essence,14,entretien_conseille
217890,2,3358,108,2.3,12.9,essence,7,panne_probable
28624,18,4200,104,3.1,12.1,diesel,18,entretien_conseille
28321,6,1074,125,0.7,12.8,essence,15,panne_probable
289718,9,2820,104,3.8,14.3,diesel,5,entretien_conseille
179293,1,4720,79,4.3,12.2,diesel,5,entretien_conseille
264127,9,2721,123,3.1,11.7,essence,2,panne_critique
191717,16,4405,126,4.3,11.5,diesel,9,panne_critique
188868,13,3959,62,1.1,12.1,essence,0,panne_critique
140504,9,4135,113,2.4,14.0,essence,13,entretien_conseille
100257,13,2589,123,2.9,12.8,diesel,3,entretien_conseille
69291,9,2523,99,2.8,11.9,diesel,11,aucune_panne
215176,11,2174,118,2.1,11.6,essence,5,panne_critique
195471,4,2942,114,1.9,12.3,diesel,10,panne_probable
223803,2,3943,121,1.0,14.6,essence,11,panne_critique
116317,6,3834,63,2.1,12.3,diesel,9,aucune_panne
144789,14,2770,119,1.2,14.8,diesel,17,panne_critique
295843,4,1059,89,3.4,12.8,essence,6,entretien_conseille
78686,6,2741,61,1.3,11.7,essence,6,panne_probable
72661,19,1841,121,0.7,14.4,essence,10,panne_critique
49247,6,2335,108,2.7,12.7,diesel,3,entretien_conseille
250121,2,4700,68,2.9,13.7,essence,19,panne_probable
152820,18,2643,90,4.0,14.7,essence,0,panne_critique
271765,13,4061,120,2.8,11.2,diesel,12,panne_critique
151106,9,3680,107,1.9,11.4,diesel,17,panne_critique
263930,19,706,84,3.7,13.7,essence,8,panne_critique
141194,13,3967,95,2.7,12.1,essence,8,aucune_panne
285174,11,2291,67,0.8,11.7,essence,8,panne_critique
43638,1,3964,117,2.8,11.1,essence,9,panne_probable
123033,7,3306,104,4.1,11.1,diesel,1,entretien_conseille
110977,15,3919,121,2.1,13.9,diesel,5,entretien_conseille
93869,1,3973,98,1.7,11.5,essence,14,aucune_panne
110186,12,1613,117,1.1,12.8,essence,2,panne_critique
171926,7,2711,123,1.1,13.3,essence,10,panne_critique
51271,15,2142,103,2.2,12.6,diesel,5,aucune_panne
146339,19,3754,88,2.9,11.1,essence,2,panne_critique
226897,1,4246,118,0.8,14.0,essence,10,panne_critique
6062,17,4921,68,4.3,11.0,diesel,14,panne_probable
252736,17,3628,65,3.5,13.9,diesel,12,panne_critique
55448,3,2529,88,2.8,14.4,essence,19,aucune_panne
100462,12,1275,117,3.8,12.6,essence,9,entretien_conseille
250885,6,1629,76,0.8,13.0,diesel,5,panne_critique
52915,11,4459,75,2.4,12.8,essence,14,aucune_panne
271776,3,4399,62,3.0,12.5,essence,17,panne_probable
109592,8,2163,80,3.8,14.4,diesel,17,aucune_panne
139668,14,3975,123,3.6,14.4,diesel,6,entretien_conseille
113099,14,1754,95,1.6,12.3,diesel,14,aucune_panne
12561,10,2600,121,4.3,13.3,essence,17,entretien_conseille
87152,2,2157,101,1.0,14.5,diesel,17,entretien_conseille
130036,14,2099,101,4.0,14.7,diesel,19,aucune_panne
31734,9,4115,120,4.4,12.9,essence,8,entretien_conseille
31069,3,1142,72,1.2,12.7,essence,1,panne_probable
215977,8,4350,70,3.4,12.1,diesel,7,entretien_conseille
17910,16,1878,113,0.7,14.6,diesel,19,panne_critique
86264,2,1957,75,2.1,11.5,essence,1,entretien_conseille
28275,6,4334,67,2.6,13.2,essence,10,aucune_panne
77274,12,2541,118,2.8,12.1,diesel,6,entretien_conseille
196076,5,3009,116,4.2,12.1,diesel,5,panne_probable
199053,2,1610,99,3.2,12.5,essence,9,aucune_panne
190625,16,4709,118,2.4,14.8,diesel,4,panne_critique
53447,5,2869,61,3.7,11.2,essence,10,aucune_panne
80703,15,2872,69,4.3,13.2,diesel,0,entretien_conseille
284404,12,823,103,0.6,11.3,essence,1,panne_critique
117581,4,3858,70,4.4,11.6,essence,0,entretien_conseille
270956,15,1485,61,0.8,12.7,diesel,18,panne_critique
194728,11,3116,109,3.8,12.9,diesel,1,panne_critique
121421,16,1496,71,1.6,12.0,essence,19,entretien_conseille
6605,6,4872,82,1.0,12.2,diesel,3,entretien_conseille
77303,14,4854,77,2.3,11.3,diesel,11,entretien_conseille
163211,18,2636,121,3.1,12.2,diesel,19,panne_critique
192210,12,2856,121,2.0,14.7,essence,17,panne_probable
266949,11,4507,97,0.7,14.6,diesel,0,panne_critique
149990,13,2001,126,2.9,12.3,diesel,0,panne_probable
163518,11,4863,97,4.1,13.2,essence,13,entretien_conseille
129040,16,3840,126,2.0,14.5,diesel,3,panne_probable
149118,15,3936,120,1.4,11.0,diesel,4,panne_critique
236966,15,3052,60,2.3,14.1,essence,10,entretien_conseille
271468,4,2632,104,0.7,14.6,essence,12,panne_critique
276255,11,3421,87,3.8,11.3,diesel,15,panne_critique
21389,19,1064,80,3.8,11.6,diesel,12,panne_probable
127177,15,3090,72,2.9,14.7,essence,1,entretien_conseille
164818,4,1646,86,1.9,13.0,essence,15,aucune_panne
127883,13,2077,66,3.7,11.1,diesel,5,entretien_conseille
223958,19,2139,81,2.7,12.0,diesel,13,panne_probable
243213,2,3880,112,3.8,12.7,diesel,0,panne_critique
117221,14,1040,63,3.0,13.6,essence,16,aucune_panne
280378,4,3689,82,3.6,13.8,diesel,10,entretien_conseille
265669,16,1082,129,2.9,14.8,essence,18,panne_critique
239936,14,2256,92,2.2,12.1,essence,2,panne_probable
5846,15,999,87,4.3,13.0,essence,10,aucune_panne
15954,3,838,67,2.7,13.0,diesel,4,aucune_panne
249761,8,1058,60,2.9,12.5,diesel,16,aucune_panne
142541,16,2222,96,1.4,11.6,diesel,6,panne_critique
69323,10,4156,122,3.0,14.7,essence,9,entretien_conseille
96922,4,2327,81,2.8,14.2,diesel,10,aucune_panne
194139,18,2003,129,1.2,12.9,essence,2,panne_critique
185448,2,1834,80,0.7,13.3,essence,19,panne_probable
181659,17,2886,94,2.9,11.9,essence,9,panne_critique
240659,13,3870,64,3.6,13.1,essence,9,entretien_conseille
109537,4,4535,119,2.6,13.6,essence,13,entretien_conseille
246983,11,2851,105,1.4,13.0,essence,11,panne_probable
47533,7,1937,109,3.2,14.8,diesel,14,entretien_conseille
268972,12,4435,107,0.8,13.3,essence,9,panne_critique
6917,10,3534,65,2.3,12.4,diesel,9,aucune_panne
287762,7,4960,115,1.2,13.9,essence,18,panne_critique
37254,13,1698,118,1.2,11.6,diesel,0,panne_critique
266987,7,3267,88,1.3,12.5,diesel,9,panne_critique
52362,17,2007,77,2.0,12.3,diesel,1,panne_probable
287272,10,1356,61,0.7,12.6,diesel,16,panne_critique
247353,10,3360,67,2.1,14.0,essence,6,aucune_panne
195455,4,2911,113,2.5,12.8,essence,6,panne_probable
70545,4,2609,97,2.4,14.0,essence,19,aucune_panne
87180,7,4430,107,2.0,13.2,essence,8,entretien_conseille
92958,1,2746,86,3.9,12.3,diesel,1,aucune_panne
10287,12,3862,79,1.1,14.1,diesel,13,entretien_conseille
262665,13,1840,71,2.5,11.9,diesel,16,panne_critique
13512,10,966,102,0.7,11.9,essence,0,panne_critique
137414,15,2545,120,0.8,12.9,diesel,8,panne_critique
113872,13,2408,90,2.8,12.0,essence,19,aucune_panne
252754,9,4330,120,2.8,11.0,diesel,18,panne_critique
98070,9,3911,126,4.0,13.5,diesel,3,entretien_conseille
84767,15,2993,94,2.7,12.9,diesel,7,aucune_panne
102829,10,4432,74,4.3,12.7,diesel,12,aucune_panne
47078,10,4529,75,0.7,14.7,diesel,3,entretien_conseille
88524,8,2210,72,0.9,13.2,essence,8,entretien_conseille
232645,16,1175,94,0.7,14.3,diesel,8,panne_critique
17219,17,1676,118,1.2,11.5,essence,17,panne_critique
267379,5,1907,80,2.7,13.2,essence,11,entretien_conseille
132309,4,2660,113,3.1,14.3,essence,9,entretien_conseille
144639,18,1257,89,0.7,13.2,essence,10,panne_probable
201513,19,1582,107,4.3,13.7,essence,6,panne_critique
253320,4,2894,94,3.9,12.4,essence,8,entretien_conseille
141487,7,3367,97,1.7,11.4,essence,5,aucune_panne
172231,10,2310,90,0.8,12.7,essence,18,panne_probable
48925,18,4188,83,1.2,12.5,diesel,15,panne_critique
142023,19,3154,108,1.0,14.3,diesel,14,panne_critique
92388,4,2646,91,1.0,11.9,essence,6,panne_probable
13007,10,3508,114,2.6,14.7,essence,15,entretien_conseille
262802,1,4525,117,1.5,14.6,essence,4,panne_critique
63596,18,4236,62,1.9,11.9,diesel,15,panne_probable
260266,5,4502,128,4.5,12.3,diesel,0,panne_critique
20524,15,4877,69,3.2,14.4,essence,18,aucune_panne
160002,17,2670,84,4.3,14.7,essence,4,panne_probable
130501,3,4522,127,1.1,12.7,diesel,6,panne_critique
287755,12,3519,120,2.0,12.2,diesel,18,panne_critique
153056,2,1602,88,2.7,13.0,essence,4,aucune_panne
19060,1,1064,78,0.8,13.6,essence,16,entretien_conseille
219057,17,4958,102,0.5,12.0,essence,7,panne_critique
195279,16,3819,125,3.2,13.8,essence,0,panne_critique
211118,5,3258,120,3.1,11.2,diesel,1,panne_critique
165359,15,2563,102,2.1,11.2,diesel,14,panne_probable
44711,3,815,84,2.5,12.5,essence,19,aucune_panne
148026,7,3084,79,2.2,12.3,essence,17,aucune_panne
223134,11,4635,107,0.6,12.2,essence,10,panne_critique
107974,10,3190,83,1.8,12.9,diesel,9,aucune_panne
154646,9,1642,70,1.2,12.2,essence,3,panne_probable
155168,14,2424,114,0.9,11.7,essence,4,panne_critique
72728,13,3034,87,4.3,12.2,essence,3,aucune_panne
170088,2,3467,128,2.9,14.7,diesel,12,panne_probable
16246,3,1837,122,3.4,12.6,essence,12,entretien_conseille
97263,7,3227,118,1.8,12.7,diesel,17,entretien_conseille
16302,18,4817,64,2.1,13.2,essence,1,panne_probable
46157,3,4120,110,1.4,14.7,essence,15,panne_critique
59917,10,4606,80,0.9,11.9,essence,0,panne_critique
228810,7,4337,71,1.2,13.6,diesel,18,panne_probable
101646,9,3653,109,3.7,13.7,essence,8,entretien_conseille
291663,17,3067,63,3.2,13.3,essence,2,panne_critique
272552,11,4921,101,2.7,11.3,diesel,6,panne_critique
64379,7,976,97,2.4,13.6,diesel,9,aucune_panne
30053,14,2699,84,4.2,11.2,diesel,0,panne_probable
136994,19,1927,73,0.8,13.3,essence,9,panne_probable
103723,4,4452,91,1.6,13.8,diesel,8,aucune_panne
56356,6,4435,70,1.9,11.8,essence,14,entretien_conseille
277933,10,1395,120,3.6,14.2,diesel,14,panne_critique
37154,7,2009,77,4.5,11.1,diesel,2,entretien_conseille
218942,13,4852,86,1.5,14.2,diesel,4,entretien_conseille
269480,14,3934,114,4.0,12.7,essence,8,panne_critique
286173,4,4814,113,3.8,11.8,essence,8,panne_critique
37265,8,3011,80,1.4,11.5,essence,6,panne_probable
248322,5,3541,103,2.1,14.6,essence,11,aucune_panne
179944,1,4908,64,2.1,11.3,essence,8,panne_probable
51197,4,4259,100,4.4,11.8,essence,5,entretien_conseille
159782,3,4098,118,1.2,12.3,essence,1,panne_critique
165558,9,1241,113,3.7,13.4,essence,8,panne_probable
76907,8,3394,81,1.8,13.1,essence,16,aucune_panne
207967,1,1788,124,3.4,11.5,diesel,0,panne_critique
237604,6,4063,123,2.2,12.1,diesel,18,panne_probable
287247,9,724,63,2.8,11.9,essence,5,panne_critique
69772,7,2272,124,3.8,11.8,essence,4,panne_probable
131108,4,3658,74,3.7,12.6,essence,1,aucune_panne
19382,13,4936,81,4.0,13.7,essence,8,aucune_panne
89291,17,2467,106,0.7,11.8,diesel,13,panne_critique
139828,2,2935,105,3.3,12.4,diesel,3,aucune_panne
287753,5,900,73,1.1,12.5,essence,3,panne_critique
152550,12,3898,109,2.2,14.7,diesel,14,panne_probable
237050,8,956,79,2.7,14.6,diesel,7,aucune_panne
135330,6,4447,109,2.1,14.0,essence,3,entretien_conseille
76315,8,2941,92,2.6,11.9,essence,15,aucune_panne
19153,18,3875,118,4.5,11.3,essence,3,panne_critique
81325,3,4306,102,1.0,12.2,essence,15,entretien_conseille
245773,12,4036,71,3.2,12.0,diesel,11,entretien_conseille
60318,3,1113,99,2.1,12.9,essence,15,aucune_panne
81077,6,2714,79,1.0,14.0,diesel,18,entretien_conseille
138515,2,2081,97,1.1,14.3,essence,7,entretien_conseille
211988,12,1798,62,4.3,14.2,diesel,5,entretien_conseille
130885,2,4126,87,4.0,12.4,essence,9,aucune_panne
22368,6,4355,115,4.1,13.6,essence,4,entretien_conseille
151400,17,1609,72,4.5,12.2,diesel,17,panne_probable
193014,3,887,125,1.3,11.2,diesel,9,panne_critique
96751,2,4744,96,1.9,13.7,diesel,9,aucune_panne
235203,8,4456,108,3.2,11.0,essence,6,panne_critique
294450,12,2715,125,2.4,12.6,diesel,17,panne_critique
175987,4,2792,95,2.2,12.3,diesel,0,entretien_conseille
216951,5,4344,113,1.9,13.6,diesel,6,panne_probable
200716,13,2830,85,2.9,13.9,diesel,0,panne_probable
